CustomerID,InvoiceNo,Number of products
15100.0,536374,1
15100.0,537767,1
15100.0,540563,1
15100.0,C537656,1
15100.0,C539260,1
15100.0,C541117,1
15101.0,539006,4
15101.0,579939,4
15101.0,C540379,1
15103.0,566733,13
15103.0,575136,22
15104.0,545419,28
15104.0,554917,39
15104.0,C558080,2
15105.0,561542,19
15105.0,566674,31
15105.0,566675,3
15105.0,569369,30
15105.0,576392,6
15105.0,577796,11
15105.0,577797,1
15106.0,546638,26
15106.0,552869,27
15106.0,560891,19
15106.0,569677,19
15106.0,577814,9
15106.0,C561319,1
15106.0,C571699,1
15107.0,536748,5
15107.0,538869,3
15107.0,540542,5
15107.0,540797,1
15107.0,541109,2
15107.0,542903,1
15107.0,C539063,2
15107.0,C540796,1
15108.0,551013,11
15108.0,555542,19
15108.0,555721,1
15108.0,560783,29
15108.0,C556294,1
15109.0,549317,28
15109.0,C549921,3
15110.0,542026,9
15110.0,562451,10
15110.0,572764,8
15110.0,576660,8
15110.0,C545839,1
15110.0,C562876,1
15110.0,C574510,2
15111.0,536639,16
15111.0,569401,52
15111.0,575700,16
15113.0,571289,72
15113.0,576111,1
15113.0,579525,24
15113.0,C576108,1
15114.0,543648,17
15114.0,549309,16
15114.0,552193,16
15114.0,556296,22
15114.0,560088,10
15114.0,563362,15
15114.0,565855,24
15114.0,567676,15
15114.0,569008,27
15114.0,575367,35
15115.0,577756,21
15116.0,553737,15
15116.0,561535,8
15116.0,571017,13
15116.0,577985,9
15117.0,552279,8
15117.0,562999,27
15117.0,572098,33
15117.0,578154,1
15117.0,578679,10
15117.0,C578148,1
15118.0,561638,1
15119.0,549307,14
15120.0,561693,21
15120.0,C562041,1
15121.0,544900,18
15121.0,572093,10
15122.0,543990,24
15122.0,553912,22
15122.0,563584,36
15122.0,C544435,2
15122.0,C554864,2
15122.0,C566946,1
15123.0,553527,53
15123.0,580279,53
15124.0,555159,9
15124.0,576914,6
15125.0,546438,38
15125.0,550007,4
15125.0,553339,15
15125.0,553340,18
15125.0,556804,10
15125.0,556805,2
15125.0,556806,1
15125.0,557517,1
15125.0,559935,3
15125.0,559936,1
15125.0,561399,15
15125.0,563732,12
15125.0,570265,1
15125.0,570266,4
15125.0,576253,2
15125.0,C552021,1
15125.0,C554012,2
15125.0,C554540,4
15125.0,C557655,1
15125.0,C560395,2
15125.0,C562111,1
15125.0,C570647,1
15125.0,C573147,1
15127.0,569574,16
15128.0,551824,33
15128.0,558028,27
15128.0,562454,21
15128.0,570425,21
15128.0,C553669,1
15128.0,C554339,1
15128.0,C554374,2
15128.0,C558361,5
15129.0,544472,14
15129.0,548153,13
15129.0,551878,2
15129.0,553036,11
15129.0,556788,11
15129.0,556789,1
15129.0,556965,6
15129.0,561191,6
15129.0,562516,9
15129.0,564382,1
15129.0,572091,10
15130.0,557802,22
15132.0,547349,19
15132.0,554351,6
15132.0,564627,23
15132.0,571228,3
15132.0,577802,1
15133.0,543657,10
15133.0,547840,7
15133.0,562284,12
15134.0,549934,6
15134.0,552639,8
15134.0,556827,10
15134.0,562379,12
15134.0,568660,15
15134.0,572666,9
15134.0,575297,8
15134.0,578683,5
15135.0,550190,9
15135.0,C550810,1
15136.0,565453,29
15136.0,577092,23
15136.0,581118,13
15136.0,581119,3
15136.0,C566474,1
15139.0,540461,8
15139.0,550032,5
15140.0,547076,17
15140.0,550616,13
15140.0,554597,9
15140.0,563425,16
15140.0,563426,2
15140.0,567617,11
15140.0,571683,12
15140.0,C555269,1
15142.0,572458,26
15143.0,551390,14
15144.0,542709,19
15144.0,547647,14
15144.0,547648,2
15144.0,551840,16
15144.0,552174,1
15144.0,559341,11
15144.0,561087,14
15144.0,561088,3
15144.0,563718,14
15144.0,566016,30
15144.0,568784,2
15144.0,568786,10
15144.0,570863,14
15144.0,571706,8
15144.0,573109,18
15144.0,576372,20
15144.0,580101,21
15144.0,C552173,1
15145.0,549017,26
15145.0,551170,15
15145.0,573019,18
15145.0,580728,8
15146.0,544571,63
15146.0,558328,28
15146.0,C544831,4
15147.0,549984,28
15147.0,C551947,1
15148.0,579258,20
15149.0,561702,23
15150.0,546658,33
15150.0,555638,61
15150.0,559349,20
15150.0,562220,18
15150.0,564065,103
15150.0,568207,47
15150.0,568415,1
15150.0,574723,5
15150.0,574749,33
15150.0,578011,20
15150.0,C569107,1
15152.0,555570,43
15152.0,560415,17
15152.0,561366,21
15152.0,562256,20
15152.0,562598,17
15152.0,563690,14
15152.0,566973,15
15152.0,570256,18
15152.0,572237,18
15152.0,575330,17
15152.0,577475,30
15152.0,579442,15
15152.0,579668,26
15152.0,C557650,2
15152.0,C560880,2
15152.0,C563599,3
15153.0,575167,22
15154.0,568212,71
15154.0,C568370,4
15156.0,574681,20
15156.0,580544,25
15156.0,581454,10
15157.0,539250,54
15157.0,559464,35
15157.0,580816,36
15157.0,C539448,2
15157.0,C562687,6
15158.0,572683,7
15159.0,538662,46
15159.0,538663,2
15159.0,541208,11
15159.0,542519,21
15159.0,546441,7
15159.0,546442,5
15159.0,550712,40
15159.0,550713,1
15159.0,552336,17
15159.0,553168,8
15159.0,553169,3
15159.0,556032,15
15159.0,556035,4
15159.0,556036,3
15159.0,557625,27
15159.0,559122,39
15159.0,561236,43
15159.0,563745,61
15159.0,566230,23
15159.0,566232,6
15159.0,569383,63
15159.0,569384,16
15159.0,569386,9
15159.0,572064,1
15159.0,572066,100
15159.0,575705,27
15159.0,577748,49
15159.0,580669,39
15159.0,580671,19
15159.0,581333,5
15159.0,C546881,1
15159.0,C556272,1
15159.0,C571859,3
15159.0,C574515,5
15160.0,539420,4
15163.0,555119,10
15163.0,577733,19
15164.0,540043,15
15164.0,553190,40
15164.0,569212,46
15165.0,536539,27
15167.0,541845,39
15168.0,576188,5
15171.0,540983,5
15171.0,C541572,2
15172.0,550317,25
15172.0,554855,13
15172.0,561430,23
15172.0,569124,23
15172.0,580024,26
15174.0,541700,11
15175.0,568828,23
15178.0,547694,3
15179.0,541970,44
15179.0,548658,1
15179.0,550660,1
15179.0,571426,13
15179.0,577729,34
15179.0,C538362,1
15179.0,C572113,1
15180.0,537625,6
15181.0,546631,2
15181.0,557230,8
15181.0,569515,6
15181.0,C538052,1
15181.0,C538806,1
15182.0,546748,16
15182.0,559469,13
15184.0,555348,20
15184.0,575631,42
15185.0,569133,21
15186.0,558056,10
15186.0,578830,9
15187.0,552830,9
15187.0,557966,3
15187.0,560052,16
15187.0,562036,1
15187.0,565452,9
15187.0,566080,1
15187.0,569012,12
15187.0,569013,3
15187.0,572105,1
15187.0,575180,1
15187.0,577035,10
15187.0,577830,4
15187.0,578512,5
15187.0,579916,3
15187.0,579917,1
15187.0,581327,12
15187.0,C561019,1
15187.0,C574558,1
15189.0,540802,5
15189.0,542134,3
15189.0,543396,3
15189.0,544929,3
15189.0,545426,6
15189.0,546785,5
15189.0,547516,2
15189.0,548333,4
15189.0,549305,8
15189.0,549841,1
15189.0,549996,2
15189.0,549997,3
15189.0,551341,6
15189.0,553834,16
15189.0,554798,9
15189.0,555479,4
15189.0,556062,4
15189.0,557529,5
15189.0,558443,6
15189.0,559130,4
15189.0,559827,6
15189.0,560792,7
15189.0,561004,8
15189.0,561664,6
15189.0,562713,7
15189.0,563622,10
15189.0,563623,8
15189.0,564369,3
15189.0,565128,8
15189.0,565740,4
15189.0,565741,4
15189.0,565877,6
15189.0,566201,1
15189.0,573132,7
15189.0,575190,6
15189.0,577055,7
15189.0,578230,2
15189.0,579466,2
15189.0,580104,5
15189.0,580890,3
15189.0,581396,3
15189.0,C542400,1
15189.0,C542704,1
15189.0,C545454,2
15189.0,C545828,3
15189.0,C547208,2
15189.0,C547676,1
15189.0,C549824,3
15189.0,C549840,1
15189.0,C552030,1
15189.0,C555864,3
15189.0,C558438,1
15189.0,C562142,1
15192.0,538097,15
15192.0,555263,25
15192.0,563150,11
15193.0,570247,19
15194.0,537409,16
15194.0,538661,11
15194.0,539240,44
15194.0,540413,20
15194.0,542729,16
15194.0,545231,12
15194.0,548974,16
15194.0,552235,13
15194.0,554542,19
15194.0,557744,25
15194.0,562456,20
15194.0,566606,20
15194.0,567936,15
15194.0,574962,37
15194.0,580972,26
15194.0,C539067,3
15194.0,C540786,4
15194.0,C545831,2
15194.0,C553028,2
15194.0,C555386,1
15194.0,C562801,1
15194.0,C568572,3
15195.0,581115,1
15197.0,539312,3
15197.0,548618,12
15197.0,579273,17
15197.0,C540852,1
15197.0,C579890,3
15198.0,562589,5
15198.0,566051,5
15199.0,543243,3
15199.0,550449,3
15199.0,565679,4
15199.0,570678,3
15201.0,549123,19
15201.0,553888,19
15201.0,562524,12
15201.0,562529,2
15201.0,566592,17
15201.0,C549919,4
15201.0,C554335,3
15201.0,C562802,2
15201.0,C562848,1
15201.0,C567359,7
15201.0,C567708,11
15203.0,542870,20
15203.0,554669,36
15203.0,561322,26
15203.0,564562,23
15203.0,567619,13
15203.0,576081,24
15204.0,539415,9
15205.0,562392,24
15205.0,566969,13
15205.0,C563446,1
15206.0,546029,1
15206.0,560236,2
15206.0,565120,3
15206.0,579445,3
15208.0,539717,3
15208.0,558452,13
15208.0,570183,10
15208.0,575131,7
15208.0,581448,9
15208.0,C570655,1
15210.0,551462,20
15211.0,538145,23
15211.0,570418,29
15212.0,549839,5
15212.0,C550127,2
15213.0,541139,22
15213.0,542081,2
15213.0,C542082,1
15214.0,549583,35
15214.0,556116,11
15214.0,568213,18
15214.0,570014,6
15214.0,573770,12
15214.0,576403,6
15214.0,579464,10
15214.0,581335,12
15215.0,565424,16
15215.0,572353,16
15215.0,572354,3
15215.0,C542264,2
15215.0,C546671,1
15215.0,C572855,5
15216.0,566555,2
15218.0,542006,28
15218.0,547103,16
15218.0,552058,17
15218.0,556721,23
15218.0,561105,16
15218.0,561109,3
15218.0,563253,27
15218.0,563254,1
15218.0,568241,14
15218.0,571301,4
15218.0,579350,17
15219.0,557116,9
15220.0,545590,23
15220.0,550179,13
15220.0,553996,20
15220.0,557848,5
15220.0,563448,27
15220.0,571847,29
15220.0,C551316,2
15221.0,537801,5
15221.0,C537132,6
15222.0,541988,5
15223.0,548747,12
15223.0,551384,8
15223.0,C548748,12
15224.0,538470,2
15224.0,539264,12
15224.0,C538377,2
15225.0,550631,23
15226.0,542989,8
15227.0,542246,16
15227.0,545152,14
15227.0,552252,13
15227.0,574194,13
15227.0,574196,2
15228.0,544339,32
15228.0,557893,11
15228.0,562085,46
15228.0,569514,36
15228.0,C562613,1
15230.0,549933,22
15230.0,550150,1
15232.0,560979,18
15232.0,563721,13
15234.0,545905,14
15235.0,536594,5
15235.0,537206,4
15235.0,539933,34
15235.0,540115,8
15235.0,541800,10
15235.0,541801,9
15235.0,543132,14
15235.0,543133,4
15235.0,545076,9
15235.0,549189,13
15235.0,550173,9
15235.0,552046,24
15236.0,543836,15
15237.0,551160,65
15237.0,554042,11
15237.0,567887,16
15237.0,581223,7
15238.0,556100,14
15238.0,565616,23
15238.0,575654,13
15238.0,C556649,1
15238.0,C557165,1
15239.0,567709,30
15239.0,579455,19
15239.0,C571023,3
15240.0,542776,14
15240.0,549744,8
15240.0,555195,20
15240.0,567124,16
15240.0,572762,20
15240.0,C536854,3
15240.0,C543779,2
15241.0,545238,28
15241.0,554835,14
15241.0,555127,21
15241.0,556115,7
15241.0,559329,12
15241.0,562421,9
15241.0,568535,4
15241.0,569405,15
15241.0,C545824,1
15243.0,568329,22
15244.0,549015,15
15244.0,569662,19
15245.0,547510,49
15245.0,555550,16
15245.0,561679,24
15246.0,539089,12
15246.0,550290,21
15247.0,562777,6
15249.0,547918,60
15249.0,550285,18
15249.0,550714,19
15249.0,552467,19
15249.0,554860,28
15249.0,559256,37
15249.0,562283,37
15249.0,563111,19
15249.0,564224,22
15249.0,564227,19
15249.0,566162,18
15249.0,569629,34
15249.0,575036,20
15249.0,C553026,3
15249.0,C560589,5
15251.0,549746,30
15251.0,553052,15
15251.0,556751,13
15251.0,559815,5
15251.0,560604,5
15251.0,562447,6
15251.0,564383,3
15251.0,566220,25
15251.0,573356,4
15251.0,573357,2
15251.0,579759,3
15251.0,C554527,3
15251.0,C563604,1
15251.0,C567351,5
15251.0,C575158,1
15252.0,556216,14
15252.0,574253,30
15253.0,557864,12
15253.0,566361,3
15253.0,566364,23
15253.0,578309,14
15253.0,578311,1
15253.0,C567535,2
15254.0,562376,18
15255.0,569481,47
15256.0,559986,6
15257.0,545305,7
15257.0,C545532,1
15258.0,552192,16
15258.0,558035,18
15260.0,536667,16
15260.0,536670,1
15260.0,550675,12
15260.0,554027,9
15260.0,555628,16
15260.0,560736,13
15260.0,564957,10
15260.0,C560899,1
15261.0,561518,19
15262.0,541659,10
15263.0,564377,12
15264.0,569849,23
15265.0,550438,42
15265.0,559679,40
15266.0,540184,6
15267.0,556302,5
15267.0,559237,2
15267.0,570723,1
15267.0,573231,1
15267.0,577088,2
15269.0,576635,2
15270.0,543011,9
15270.0,543023,9
15270.0,543688,2
15270.0,550194,8
15270.0,563198,7
15270.0,578345,3
15270.0,578346,3
15270.0,C543791,4
15270.0,C564207,3
15271.0,538064,24
15271.0,540265,16
15271.0,550121,8
15271.0,551660,6
15271.0,553895,7
15271.0,556497,11
15271.0,558480,9
15271.0,562105,11
15271.0,563354,38
15271.0,565674,13
15271.0,571090,5
15271.0,572475,83
15271.0,574234,6
15271.0,575976,16
15271.0,580301,11
15271.0,C575161,1
15272.0,566760,27
15272.0,571040,36
15274.0,577746,25
15274.0,580721,22
15275.0,573992,41
15275.0,C575173,1
15276.0,569546,49
15277.0,572327,12
15279.0,539498,19
15279.0,C538099,2
15280.0,557518,16
15281.0,540672,50
15281.0,545000,12
15281.0,549206,5
15281.0,550958,15
15281.0,554069,30
15281.0,554703,2
15281.0,560237,3
15281.0,561221,13
15281.0,570697,9
15281.0,C541821,5
15281.0,C545510,3
15281.0,C555605,3
15286.0,572189,3
15287.0,569104,15
15287.0,577083,5
15287.0,C573260,1
15288.0,538067,26
15288.0,547075,31
15288.0,554142,12
15288.0,559199,10
15288.0,573133,9
15289.0,548801,19
15289.0,561100,29
15289.0,575639,10
15289.0,C561469,1
15290.0,539047,8
15290.0,540998,9
15290.0,541228,2
15290.0,544352,15
15290.0,545855,11
15290.0,548170,9
15290.0,550798,6
15290.0,554040,17
15290.0,558873,15
15290.0,562202,15
15290.0,564373,9
15290.0,564714,1
15290.0,567639,22
15290.0,573266,28
15290.0,575168,9
15290.0,580116,19
15290.0,580606,2
15290.0,580607,7
15290.0,C544608,1
15290.0,C545829,2
15290.0,C574291,5
15291.0,536376,2
15291.0,539335,4
15291.0,540986,22
15291.0,541436,5
15291.0,545889,1
15291.0,546310,5
15291.0,546782,12
15291.0,548644,2
15291.0,549046,5
15291.0,556470,18
15291.0,557325,7
15291.0,565668,4
15291.0,574513,8
15291.0,574884,1
15291.0,576175,7
15291.0,C541503,1
15291.0,C541964,1
15291.0,C547231,1
15291.0,C547235,1
15291.0,C557520,2
15292.0,554114,24
15296.0,541280,61
15296.0,552825,35
15296.0,556187,15
15296.0,557152,2
15296.0,564057,29
15296.0,572028,52
15296.0,C557154,2
15296.0,C567891,1
15296.0,C571711,2
15296.0,C572917,1
15297.0,570010,14
15297.0,575660,9
15297.0,579507,16
15297.0,C577381,2
15298.0,537819,17
15298.0,540249,15
15298.0,541521,7
15298.0,547361,18
15298.0,555565,33
15298.0,560734,1
15298.0,565920,33
15298.0,573326,25
15298.0,573327,1
15298.0,577031,15
15298.0,579279,9
15298.0,581194,18
15298.0,C560733,1
15298.0,C576409,1
15299.0,536809,1
15299.0,536810,1
15299.0,536811,1
15299.0,547154,1
15299.0,558381,1
15299.0,569339,1
15299.0,569340,1
15299.0,C543758,1
15299.0,C550010,2
15299.0,C556274,1
15299.0,C562622,1
15300.0,569919,28
15301.0,537346,34
15301.0,546827,1
15301.0,551136,32
15301.0,553585,25
15301.0,555577,29
15301.0,555578,4
15301.0,557464,1
15301.0,560207,19
15301.0,563617,24
15301.0,568577,15
15301.0,568578,20
15301.0,571940,38
15301.0,C564213,2
15301.0,C569320,2
15303.0,544661,31
15304.0,537313,5
15304.0,545467,4
15304.0,547698,1
15304.0,550345,1
15304.0,551888,1
15304.0,558259,6
15304.0,566770,2
15304.0,570270,3
15304.0,C545672,1
15304.0,C558434,2
15306.0,560051,17
15306.0,566021,13
15306.0,569833,28
15307.0,565488,12
15308.0,546243,19
15308.0,C546517,2
15311.0,536381,35
15311.0,537195,32
15311.0,537808,17
15311.0,538076,14
15311.0,538651,23
15311.0,538857,10
15311.0,539247,16
15311.0,539641,8
15311.0,539982,20
15311.0,540157,51
15311.0,540475,9
15311.0,540680,33
15311.0,540957,35
15311.0,541216,27
15311.0,541293,35
15311.0,541575,33
15311.0,541798,16
15311.0,542003,25
15311.0,542409,15
15311.0,542890,79
15311.0,543124,29
15311.0,543463,33
15311.0,543740,23
15311.0,544062,27
15311.0,544398,24
15311.0,544777,24
15311.0,545288,33
15311.0,545653,35
15311.0,545991,29
15311.0,546384,22
15311.0,546528,39
15311.0,548856,3
15311.0,548863,45
15311.0,549104,12
15311.0,549542,24
15311.0,550493,38
15311.0,551440,59
15311.0,551839,5
15311.0,552574,44
15311.0,553691,34
15311.0,554268,27
15311.0,554644,28
15311.0,554939,18
15311.0,555344,30
15311.0,555855,46
15311.0,556572,4
15311.0,557225,10
15311.0,557628,29
15311.0,558447,8
15311.0,559141,43
15311.0,559459,17
15311.0,559905,8
15311.0,560203,24
15311.0,560552,40
15311.0,560853,33
15311.0,561295,28
15311.0,561677,7
15311.0,562096,14
15311.0,562619,28
15311.0,562912,12
15311.0,563262,30
15311.0,563638,86
15311.0,563850,4
15311.0,565309,5
15311.0,565776,19
15311.0,566558,30
15311.0,567099,58
15311.0,567626,14
15311.0,567980,32
15311.0,568505,12
15311.0,569330,21
15311.0,570096,28
15311.0,570797,29
15311.0,571292,41
15311.0,571628,9
15311.0,572217,16
15311.0,572885,32
15311.0,573275,19
15311.0,573865,18
15311.0,574514,20
15311.0,575321,18
15311.0,575919,83
15311.0,576564,15
15311.0,577321,10
15311.0,578018,34
15311.0,578523,16
15311.0,578819,11
15311.0,579432,18
15311.0,580284,18
15311.0,580904,31
15311.0,581571,20
15311.0,C536383,1
15311.0,C537805,9
15311.0,C538650,3
15311.0,C539640,4
15311.0,C541573,1
15311.0,C542032,1
15311.0,C542866,3
15311.0,C545650,2
15311.0,C546645,1
15311.0,C548851,3
15311.0,C548857,3
15311.0,C549544,1
15311.0,C550494,7
15311.0,C551841,1
15311.0,C553687,5
15311.0,C557224,5
15311.0,C558444,12
15311.0,C562097,9
15311.0,C563258,3
15311.0,C563655,4
15311.0,C565305,2
15311.0,C570203,11
15311.0,C573864,5
15311.0,C576561,13
15311.0,C579415,1
15311.0,C580886,1
15311.0,C581568,1
15312.0,539580,16
15312.0,552311,13
15312.0,564737,9
15312.0,568171,9
15312.0,C539499,1
15313.0,563934,1
15314.0,554498,24
15315.0,563361,16
15315.0,569832,21
15315.0,C564506,1
15316.0,541276,1
15318.0,580819,33
15319.0,545303,16
15320.0,572872,36
15321.0,544484,38
15321.0,569020,48
15321.0,569021,9
15321.0,C572226,10
15322.0,566771,42
15322.0,C569996,7
15325.0,564719,48
15326.0,540604,29
15327.0,571638,10
15329.0,557560,16
15329.0,561650,26
15329.0,573632,15
15329.0,C538124,3
15329.0,C574486,2
15330.0,570356,8
15330.0,574942,5
15332.0,537081,25
15332.0,537086,8
15332.0,537090,1
15332.0,537827,1
15333.0,553192,16
15334.0,557296,29
15334.0,558459,32
15334.0,559107,37
15335.0,571429,35
15339.0,542100,41
15339.0,569486,45
15339.0,C569421,2
15341.0,567374,17
15342.0,562043,24
15342.0,C563363,2
15343.0,566583,21
15344.0,568333,17
15344.0,574937,6
15344.0,581500,3
15344.0,C570012,5
15344.0,C576788,1
15345.0,572613,20
15345.0,C574507,3
15346.0,540779,17
15347.0,537846,5
15348.0,568672,9
15349.0,555573,59
15349.0,558900,12
15350.0,536534,5
15351.0,537057,51
15351.0,567675,45
15351.0,569690,9
15351.0,570673,5
15351.0,571268,16
15351.0,574743,28
15351.0,578935,65
15351.0,C537043,2
15351.0,C569682,4
15351.0,C578932,2
15353.0,537538,12
15353.0,548313,49
15355.0,571506,8
15355.0,575633,6
15356.0,537395,49
15356.0,538744,55
15356.0,544153,41
15356.0,548670,55
15356.0,551966,62
15356.0,557233,64
15356.0,559307,46
15356.0,564643,45
15356.0,568895,54
15356.0,575074,28
15358.0,537888,35
15358.0,537890,6
15358.0,540187,41
15358.0,542268,36
15358.0,543981,26
15358.0,543982,12
15358.0,545661,52
15358.0,545662,11
15358.0,549847,29
15358.0,553211,27
15358.0,553212,6
15358.0,556682,16
15358.0,556683,12
15358.0,561223,14
15358.0,563016,49
15358.0,566314,28
15358.0,568228,36
15358.0,568229,10
15358.0,572213,26
15358.0,574521,23
15358.0,580541,53
15358.0,580542,3
15358.0,C539857,1
15358.0,C542742,3
15358.0,C546211,1
15358.0,C546895,1
15358.0,C550165,1
15358.0,C568570,1
15358.0,C575578,1
15360.0,573418,13
15361.0,538527,7
15363.0,536698,16
15363.0,C549897,1
15364.0,548332,3
15364.0,565465,26
15365.0,542530,12
15365.0,565451,35
15365.0,567204,36
15365.0,567205,11
15365.0,576084,1
15365.0,576085,11
15365.0,576086,8
15365.0,C569982,1
15365.0,C569985,36
15366.0,539285,8
15366.0,568202,36
15367.0,546116,36
15367.0,549424,29
15367.0,571056,29
15367.0,571057,1
15367.0,C554004,1
15368.0,577334,4
15369.0,C560420,1
15370.0,540782,8
15370.0,544070,28
15370.0,553925,15
15370.0,560920,17
15370.0,568907,23
15370.0,570510,1
15370.0,573325,2
15370.0,C561681,1
15372.0,561208,27
15373.0,536985,11
15373.0,538907,5
15373.0,542220,3
15373.0,544749,16
15373.0,548260,21
15373.0,553140,19
15373.0,557301,17
15373.0,563365,1
15373.0,563366,7
15373.0,576659,1
15373.0,577610,18
15373.0,580098,13
15373.0,C540097,5
15374.0,562136,3
15376.0,551531,58
15376.0,563230,43
15376.0,573392,15
15379.0,539225,61
15379.0,540349,42
15379.0,541676,33
15379.0,546115,21
15379.0,553188,10
15379.0,555703,19
15379.0,557877,8
15379.0,C540007,2
15380.0,538101,1
15380.0,560888,16
15380.0,566750,7
15380.0,572338,6
15380.0,580029,6
15380.0,C566626,1
15381.0,546757,7
15381.0,552565,1
15382.0,544278,65
15382.0,553134,34
15382.0,556017,29
15382.0,556018,2
15382.0,566976,116
15382.0,578702,56
15382.0,C551732,1
15382.0,C556637,3
15384.0,538968,20
15384.0,557852,21
15384.0,C536825,2
15385.0,573395,12
15386.0,555649,31
15388.0,546533,10
15389.0,557509,1
15392.0,538879,19
15392.0,566315,25
15392.0,575323,25
15392.0,580596,15
15392.0,C539302,1
15393.0,545573,8
15393.0,578319,4
15394.0,539217,24
15394.0,553869,30
15394.0,567892,17
15394.0,579572,14
15395.0,541483,7
15396.0,563754,14
15397.0,544693,6
15398.0,567880,35
15398.0,578317,38
15398.0,C568385,1
15399.0,567678,15
15399.0,577074,17
15399.0,581383,18
15400.0,545680,5
15400.0,556053,2
15400.0,562259,3
15400.0,563618,1
15400.0,566045,1
15400.0,C556923,1
15402.0,554937,28
15402.0,559988,14
15405.0,555496,8
15406.0,543777,43
15406.0,575077,10
15406.0,C577159,4
15406.0,C577781,1
15407.0,543351,11
15407.0,551533,38
15407.0,556181,13
15407.0,574660,86
15408.0,547079,34
15410.0,547416,10
15410.0,550333,22
15410.0,553681,7
15410.0,554028,23
15410.0,557409,16
15410.0,562033,14
15410.0,565223,15
15410.0,567140,15
15411.0,556419,10
15411.0,562575,12
15411.0,569134,33
15411.0,576059,43
15411.0,C572535,1
15412.0,557634,10
15414.0,549694,5
15414.0,574072,16
15414.0,579535,18
15415.0,542611,47
15416.0,545340,69
15416.0,550016,38
15416.0,559356,44
15416.0,569728,41
15416.0,C559744,1
15417.0,566930,28
15419.0,576380,8
15421.0,543021,16
15421.0,552291,23
15421.0,552292,2
15421.0,570699,12
15422.0,541679,3
15422.0,541690,3
15423.0,573895,2
15424.0,548323,9
15424.0,548326,8
15426.0,537196,76
15426.0,547880,34
15426.0,574701,61
15426.0,574703,14
15426.0,577557,90
15426.0,C537398,1
15426.0,C574658,7
15427.0,572302,82
15427.0,574710,67
15427.0,574714,143
15428.0,578663,6
15429.0,568180,47
15429.0,575960,35
15429.0,C568184,1
15432.0,576874,10
15433.0,546856,30
15433.0,552551,11
15433.0,C567681,12
15434.0,554289,12
15434.0,564363,18
15434.0,564364,2
15434.0,574945,15
15434.0,580065,8
15434.0,C554517,4
15435.0,577094,29
15436.0,550651,125
15436.0,572318,93
15436.0,578998,73
15437.0,547367,45
15438.0,561891,25
15440.0,553179,20
15440.0,561334,12
15440.0,571271,30
15442.0,548981,2
15443.0,541847,51
15443.0,564042,23
15443.0,568491,47
15443.0,572662,72
15443.0,576932,55
15443.0,578928,73
15443.0,581237,51
15443.0,C567365,3
15444.0,573413,67
15444.0,579885,147
15445.0,547080,5
15447.0,541011,9
15448.0,542634,28
15449.0,547420,23
15449.0,555921,17
15449.0,576055,20
15449.0,C549688,1
15449.0,C566944,1
15450.0,575487,30
15452.0,547083,41
15452.0,568916,9
15452.0,575595,6
15453.0,555537,39
15453.0,557960,35
15453.0,561884,32
15453.0,566055,40
15453.0,571229,37
15453.0,574477,66
15453.0,581246,30
15454.0,538513,25
15456.0,539041,25
15456.0,545310,5
15456.0,545312,28
15457.0,547382,58
15458.0,576224,7
15460.0,539647,56
15462.0,555571,5
15462.0,560523,2
15462.0,565754,4
15463.0,575618,7
15464.0,540247,155
15465.0,537038,7
15465.0,538996,5
15465.0,540500,5
15465.0,541836,4
15465.0,543797,9
15465.0,544440,4
15465.0,545670,5
15465.0,547029,7
15465.0,547835,5
15465.0,549539,2
15465.0,549936,3
15465.0,550754,2
15465.0,556466,6
15465.0,558747,6
15465.0,561021,5
15465.0,567159,10
15465.0,570206,3
15465.0,577402,9
15465.0,C544442,1
15465.0,C545671,1
15465.0,C547031,1
15465.0,C547836,1
15465.0,C550751,1
15465.0,C567347,2
15466.0,566914,57
15467.0,559545,30
15467.0,560277,9
15467.0,579712,13
15467.0,C579710,1
15468.0,571857,23
15468.0,571863,1
15468.0,C538711,1
15468.0,C573030,3
15468.0,C574494,1
15469.0,563089,16
15469.0,572104,8
15469.0,C564208,2
15469.0,C573148,1
15471.0,581149,73
15472.0,563709,76
15473.0,570280,3
15473.0,570441,1
15473.0,570844,1
15473.0,570848,1
15473.0,570849,2
15473.0,575920,1
15473.0,578831,2
15473.0,C570850,1
15473.0,C570853,1
15473.0,C570854,1
15475.0,568100,29
15478.0,571184,24
15478.0,573384,20
15480.0,563353,45
15482.0,539092,5
15482.0,539093,2
15482.0,548697,6
15482.0,558126,8
15482.0,571179,1
15482.0,572348,7
15482.0,572756,7
15482.0,574319,9
15482.0,576137,13
15482.0,576172,15
15482.0,578358,12
15482.0,578365,12
15482.0,C572754,7
15482.0,C574322,1
15482.0,C574584,9
15482.0,C578363,12
15483.0,546982,52
15483.0,558710,9
15483.0,558711,8
15483.0,558713,15
15484.0,567853,110
15484.0,571193,14
15484.0,577800,36
15484.0,581419,27
15484.0,C579753,1
15485.0,536531,22
15485.0,540496,20
15485.0,575340,43
15488.0,565929,2
15489.0,552961,23
15489.0,570910,18
15489.0,576900,9
15489.0,C573761,5
15491.0,550350,46
15491.0,550351,14
15491.0,552005,30
15491.0,556531,39
15491.0,564863,20
15491.0,565644,5
15491.0,C556458,1
15492.0,568327,28
15492.0,575897,7
15493.0,546498,82
15493.0,548739,57
15493.0,559878,52
15493.0,574839,60
15493.0,574852,38
15493.0,C546536,1
15493.0,C559880,1
